name,glon,glat,ts,r95,diffuse,d,Fp,Ep,source type
4FGL J0442.0-5432,262.910,-40.362,135.515,0.052,-0.751,0.117,0.430,0.100,UNID-FSRQ
4FGL J0442.8+3609,166.396,-6.528,114.562,0.094,0.482,0.363,3.306,0.117,UNID-FSRQ
4FGL J0443.3-5949,269.600,-39.157,30.921,0.131,-0.609,0.682,0.005,5.325,UNID-BLL
4FGL J0443.9+2921,171.737,-10.653,40.222,0.111,0.438,0.355,1.761,0.100,UNID-FSRQ
4FGL J0447.2+2446,175.909,-13.049,95.021,0.064,0.707,0.888,0.997,0.967,UNID-PSR
4FGL J0448.7-2116,220.422,-36.027,78.579,0.104,-0.328,0.259,0.868,0.100,UNID-FSRQ
4FGL J0450.7+0715,191.311,-22.718,27.182,0.061,-0.139,0.091,0.008,148.245,UNID-BLL
4FGL J0452.9+5117,155.988,4.682,44.461,0.207,0.647,0.695,1.559,0.313,spp-psr
4FGL J0453.3+2843,173.572,-9.410,111.792,0.060,0.420,0.209,2.458,0.100,UNID-FSRQ
4FGL J0454.6-1740,216.936,-33.509,38.440,0.070,-0.367,0.449,0.009,2.885,UNID-BLL
4FGL J0455.9+6757,142.826,15.165,106.936,0.043,0.134,0.453,0.044,7.000,UNID-BLL
4FGL J0458.2+6244,147.307,12.245,25.090,0.058,0.273,0.248,0.008,3.301,UNID-BLL
4FGL J0459.7-5413,262.100,-37.860,81.721,0.043,-0.671,0.470,0.020,7.031,UNID-BLL
4FGL J0501.7+4459,161.825,1.875,25.935,0.086,0.685,-0.043,0.331,0.100,UNID-BLL
4FGL J0502.2+3016,173.568,-7.034,47.030,0.047,0.457,0.562,0.036,12.030,UNID-BLL
4FGL J0502.6+0036,199.167,-23.705,71.115,0.053,-0.084,0.257,0.058,1.194,UNID-BLL
4FGL J0504.4+1750,184.097,-13.970,41.422,0.187,0.314,0.324,3.591,0.100,UNID-FSRQ
4FGL J0505.8-1923,219.948,-31.649,30.532,0.077,-0.432,0.481,0.008,4.476,UNID-BLL
4FGL J0506.1+5028,157.895,5.785,164.292,0.041,0.417,1.207,0.357,3.694,MSP
4FGL J0506.3-0620,206.417,-26.265,34.404,0.166,0.030,0.245,0.192,0.187,UNID-FSRQ
4FGL J0506.6-4629,252.302,-36.970,95.960,0.035,-0.637,0.365,0.023,14.727,UNID-BLL
4FGL J0506.6+4545,161.726,3.022,49.016,0.058,0.441,0.459,0.042,24.914,UNID-BLL
4FGL J0507.9+4647,161.001,3.783,134.653,0.092,0.467,0.627,2.401,0.340,bcu-psr
4FGL J0510.0-0204,202.701,-23.413,32.488,0.117,-0.165,0.045,0.031,0.100,UNID-BLL
4FGL J0510.6-5655,265.271,-36.071,27.755,0.167,-0.586,0.523,0.027,0.464,UNID-BLL
4FGL J0511.0+4213,165.069,1.541,33.625,0.075,0.484,0.078,0.046,0.105,UNID-BLL
4FGL J0512.3+3329,172.189,-3.424,61.863,0.083,0.577,0.714,0.088,4.093,UNID-BLL
4FGL J0512.5-2201,223.497,-31.062,27.923,0.106,-0.499,-0.100,0.430,0.100,UNID-BLL
4FGL J0512.8+5821,151.989,11.136,87.001,0.126,0.288,1.018,0.369,0.544,UNID-PSR
4FGL J0513.9-4005,244.523,-35.050,60.273,0.083,-0.439,0.471,0.044,0.674,glc
4FGL J0514.6-4408,249.505,-35.388,848.050,0.043,-0.582,1.292,2.934,0.542,young
4FGL J0515.4-3841,242.946,-34.572,36.783,0.062,-0.426,0.660,0.012,7.711,UNID-BLL
4FGL J0516.3+3753,169.174,-0.179,31.755,0.060,0.667,-0.031,0.382,0.100,UNID-BLL
4FGL J0519.7+1939,184.631,-9.962,40.423,0.050,0.520,0.047,0.030,1.743,UNID-BLL
4FGL J0521.8+0843,194.513,-15.347,26.551,0.340,0.421,0.738,2.190,0.214,UNID-PSR
4FGL J0523.3-2527,228.184,-29.840,3209.526,0.018,-0.597,0.781,10.024,1.638,bin-psr
4FGL J0524.1+6017,151.184,13.450,28.504,0.050,0.353,0.844,0.012,17.310,UNID-BLL
4FGL J0524.7-8304,295.557,-29.512,189.404,0.046,0.077,0.361,0.243,0.712,UNID-BLL
4FGL J0525.0-0333,206.025,-20.808,31.473,0.088,-0.007,-0.008,1.981,0.100,UNID-BLL
4FGL J0526.7+4254,166.086,4.259,224.042,0.101,0.506,0.510,2.946,0.345,snr-psr
4FGL J0527.4+6647,145.559,17.065,126.606,0.030,-0.057,0.094,0.044,1.605,UNID-BLL
4FGL J0528.5+3852,169.706,2.342,25.187,0.067,0.817,-0.027,0.063,0.100,UNID-BLL
4FGL J0529.1-2449,227.795,-28.489,37.928,0.098,-0.008,-0.100,0.712,0.100,UNID-BLL
4FGL J0531.5-7823,290.257,-30.513,31.786,0.041,0.018,-0.069,0.530,0.100,UNID-BLL
4FGL J0531.7+1241,192.236,-11.293,87.468,0.093,0.724,0.561,1.673,0.290,UNID-PSR
4FGL J0532.6+3358,174.344,0.263,51.856,0.166,0.677,0.626,1.690,0.203,UNID-FSRQ
4FGL J0533.2+3024,177.294,-1.492,39.997,0.142,0.750,0.186,13.131,0.100,UNID-FSRQ
4FGL J0533.6+5945,152.280,14.170,389.757,0.042,0.304,1.012,1.557,0.817,UNID-PSR
4FGL J0533.8+6800,144.778,18.190,1817.731,0.018,0.109,0.735,4.276,1.928,MSP
4FGL J0534.0+3746,171.201,2.747,56.809,0.160,0.748,0.371,2.028,0.141,UNID-FSRQ
4FGL J0534.2+2751,179.616,-2.699,57.041,0.075,0.811,-0.075,0.656,0.100,UNID-BLL
4FGL J0535.0+3615,172.570,1.952,43.931,0.132,0.826,0.218,1.707,0.100,UNID-BLL
4FGL J0535.1-5422,262.305,-32.730,174.079,0.085,-0.296,0.265,0.275,0.237,UNID-FSRQ
4FGL J0535.2-6736,277.727,-32.134,481.332,0.048,-0.281,0.518,6.236,0.246,HMB-psr
4FGL J0535.3+0934,195.395,-12.141,32.808,0.112,0.215,0.639,0.536,0.369,UNID-FSRQ
4FGL J0535.6-0405,207.848,-18.713,40.557,0.053,0.257,0.085,0.408,0.100,UNID-BLL
4FGL J0536.1-1205,215.584,-22.114,47.253,0.088,-0.064,0.770,0.031,3.603,UNID-BLL
4FGL J0537.5+0959,195.165,-11.433,53.485,0.241,0.266,0.161,3.378,0.100,UNID-FSRQ
4FGL J0537.6+0400,200.637,-14.409,32.765,0.054,0.277,0.070,0.018,2.254,UNID-BLL
4FGL J0538.9+3549,173.599,2.435,88.838,0.088,0.914,0.690,1.205,0.682,UNID-PSR
4FGL J0539.2-6333,272.930,-32.105,57.638,0.045,-0.320,0.102,0.011,10.387,UNID-BLL
4FGL J0540.0+3501,174.202,2.195,35.232,0.124,0.780,0.547,1.107,0.413,UNID-PSR
4FGL J0540.2+0655,198.372,-12.416,92.426,0.035,0.444,0.314,0.107,17.298,UNID-BLL
4FGL J0540.3-6920,279.704,-31.501,845.799,0.026,-0.237,0.290,56.319,0.195,young
4FGL J0540.6+5540,156.418,13.097,57.783,0.095,0.053,0.132,0.268,0.100,UNID-BLL
4FGL J0540.7+3611,173.290,2.864,112.003,0.125,0.929,0.723,1.995,0.515,UNID-PSR
4FGL J0540.9+5046,160.666,10.478,31.260,0.345,0.240,0.771,1.685,0.123,UNID-FSRQ
4FGL J0541.1-2059,224.971,-24.477,38.275,0.060,-0.446,0.135,0.015,0.504,UNID-BLL
4FGL J0541.4-0754,212.106,-19.103,39.683,0.109,1.223,0.621,1.604,0.420,UNID-PSR
4FGL J0542.4+3547,173.780,3.057,178.354,0.124,0.846,0.443,2.097,0.307,bcu-psr
4FGL J0543.5-8741,300.430,-27.781,277.480,0.031,-0.060,0.113,0.227,1.087,UNID-BLL
4FGL J0543.9-0418,208.941,-17.179,58.782,0.111,0.360,0.150,1.960,0.100,UNID-FSRQ
4FGL J0544.4+2238,185.270,-3.483,48.681,0.076,0.619,-0.100,347.388,0.100,UNID-PSR
4FGL J0544.7+7124,141.952,20.499,38.537,0.097,-0.121,0.217,0.378,0.100,UNID-FSRQ
4FGL J0545.0+0613,199.650,-11.605,75.574,0.120,0.650,0.843,2.233,0.325,bcu-psr
4FGL J0545.7+6016,152.555,15.740,965.689,0.020,0.148,0.533,1.654,2.554,UNID-PSR
4FGL J0545.8-0905,213.741,-18.664,121.269,0.036,0.612,-0.006,2.253,0.100,UNID-BLL
4FGL J0546.5-1100,215.795,-19.297,56.355,0.179,0.381,0.827,1.517,0.278,UNID-PSR
4FGL J0548.6+1200,195.039,-8.117,41.970,0.117,0.319,0.254,1.002,0.100,UNID-FSRQ
4FGL J0549.0-0233,208.017,-15.025,52.445,0.113,0.458,0.781,0.418,0.468,UNID-PSR
4FGL J0550.2+0730,199.096,-9.986,27.245,0.154,0.226,0.259,0.180,0.239,UNID-FSRQ
4FGL J0550.5-4356,250.344,-29.007,132.228,0.037,-0.358,0.486,0.061,11.054,UNID-BLL
4FGL J0551.7+0446,201.753,-10.958,121.741,0.109,0.572,1.017,3.924,0.296,UNID-PSR
4FGL J0551.8-2130,226.473,-22.359,42.369,0.070,-0.399,0.315,0.027,0.498,UNID-BLL
4FGL J0553.6+0100,205.306,-12.337,50.573,0.165,0.500,0.776,0.491,0.432,UNID-PSR
4FGL J0553.9-5048,258.250,-29.528,152.160,0.041,-0.358,0.580,0.063,4.034,UNID-BLL
4FGL J0554.0-0839,214.255,-16.665,54.474,0.065,0.169,0.289,0.070,0.652,UNID-BLL
4FGL J0554.1+3107,179.069,2.703,2512.039,0.026,0.416,1.018,37.035,1.005,young
4FGL J0554.2-0259,209.018,-14.085,63.910,0.048,0.446,-0.027,0.402,0.100,UNID-BLL
4FGL J0554.3-1009,215.565,-17.227,38.626,0.538,0.664,0.599,1.151,0.316,bcu-psr
4FGL J0554.5-4419,250.894,-28.398,76.657,0.110,-0.297,0.267,0.511,0.100,UNID-FSRQ
4FGL J0554.8-0011,206.543,-12.684,41.748,0.087,0.474,0.140,0.128,0.252,UNID-BLL
4FGL J0555.1+0150,204.745,-11.680,87.720,0.083,0.646,0.812,1.563,0.563,UNID-PSR
4FGL J0555.1+0304,203.652,-11.056,34.442,0.109,0.577,0.596,3.235,0.335,bcu-psr
4FGL J0555.9+0030,206.054,-12.075,49.865,0.149,0.473,0.511,0.470,0.380,UNID-FSRQ
4FGL J0557.2+3528,175.606,5.444,26.306,0.191,0.493,0.222,1.903,0.100,UNID-BLL
4FGL J0557.5-4452,251.650,-27.849,31.893,0.158,-0.358,0.260,0.065,0.121,UNID-BLL
4FGL J0558.1-2113,226.806,-20.861,109.034,0.054,-0.312,0.605,0.121,1.476,UNID-PSR
4FGL J0558.2+0132,205.412,-11.122,29.180,0.198,0.520,0.647,0.318,0.474,UNID-PSR
4FGL J0558.7-4957,257.385,-28.663,45.749,0.329,-0.402,0.390,0.329,0.100,UNID-FSRQ
4FGL J0559.2+2557,184.113,1.092,74.364,0.166,0.627,0.512,1.368,0.214,UNID-FSRQ
4FGL J0559.5+7026,143.313,21.353,127.254,0.075,0.016,0.519,0.363,0.239,UNID-FSRQ
4FGL J0600.4+4949,163.112,12.858,29.055,0.082,0.191,-0.001,0.264,0.100,UNID-BLL
4FGL J0600.8+0509,202.457,-8.810,37.549,0.096,0.684,0.425,0.523,0.297,UNID-FSRQ
4FGL J0601.0-1016,216.386,-15.826,52.043,0.107,0.554,0.875,1.059,0.504,UNID-PSR
4FGL J0601.4+2320,186.700,0.258,247.513,0.158,0.723,1.139,11.160,0.307,fsrq-psr
4FGL J0602.7+6621,147.599,20.028,25.005,0.065,-0.116,-0.100,0.107,0.100,UNID-BLL
4FGL J0604.9-1042,217.387,-15.129,31.305,0.110,0.420,0.501,0.239,0.405,UNID-FSRQ
4FGL J0605.1+3757,174.205,8.038,723.289,0.029,0.278,1.290,3.659,1.683,MSP
4FGL J0607.9-1904,225.692,-17.957,48.457,0.064,-0.172,0.339,0.015,6.352,UNID-BLL
4FGL J0608.8+2034,189.873,0.344,94.064,0.086,1.075,0.487,4.104,0.532,unk-psr
4FGL J0609.0+2136,189.046,0.935,76.244,0.121,1.007,0.603,6.143,0.419,UNID-PSR
4FGL J0609.0+2006,190.267,0.063,87.067,0.171,0.917,0.938,6.519,0.399,UNID-PSR
4FGL J0609.5+1402,195.588,-2.578,25.927,0.167,0.779,0.583,4.821,0.274,bcu-psr
4FGL J0610.2-2100,227.740,-18.180,928.801,0.031,-0.209,0.879,3.696,1.066,MSP
4FGL J0610.6+5318,160.701,15.700,31.560,0.295,0.181,0.689,0.115,0.408,UNID-FSRQ
4FGL J0610.7+3752,174.805,8.966,32.615,0.050,0.194,0.802,0.018,10.600,UNID-BLL
4FGL J0610.8-4911,256.899,-26.560,38.989,0.051,-0.327,0.025,0.005,2.271,UNID-BLL
4FGL J0610.9+2040,189.923,0.777,46.563,0.267,0.916,1.051,2.180,0.569,UNID-PSR
4FGL J0611.5-2918,236.027,-20.915,38.668,0.060,-0.489,0.116,0.009,2.933,UNID-BLL
4FGL J0613.7-0201,210.420,-9.307,6348.445,0.015,0.312,0.589,105.157,0.964,MSP
4FGL J0614.1-3329,240.500,-21.832,70398.762,0.009,-0.423,0.575,1237.216,2.188,MSP
4FGL J0614.1+1628,194.070,-0.499,26.622,0.322,0.973,0.838,11.567,0.231,UNID-PSR
4FGL J0614.8+5735,156.738,18.000,57.901,0.047,-0.165,-0.047,0.229,0.100,UNID-BLL
4FGL J0614.9+2426,187.163,3.465,57.946,0.065,0.609,0.444,0.254,1.169,bcu-psr
4FGL J0615.1-1901,226.342,-16.362,28.907,0.080,-0.168,-0.019,0.012,0.100,UNID-BLL
4FGL J0616.2-0653,215.128,-10.951,58.602,0.083,0.312,0.180,0.451,0.100,UNID-FSRQ
4FGL J0616.5+2235,188.977,2.889,370.849,0.021,0.807,0.109,38.529,10.197,UNID-BLL
4FGL J0617.6-4028,247.926,-23.304,53.983,0.121,-0.224,0.042,2.000,0.100,UNID-FSRQ
4FGL J0618.4+3150,180.949,7.591,32.342,0.054,0.497,0.407,0.019,10.716,UNID-BLL
4FGL J0618.7+1211,198.347,-1.487,80.321,0.185,0.605,0.917,6.917,0.249,UNID-PSR
4FGL J0618.9+2240,189.121,3.411,45.434,0.075,0.777,0.581,30.613,0.814,UNID-PSR
4FGL J0620.1+2246,189.240,3.693,132.971,0.061,0.747,0.121,1.024,0.972,UNID-PSR
4FGL J0620.7-5034,258.800,-25.321,57.742,0.055,-0.370,0.024,0.027,0.100,UNID-BLL
4FGL J0620.9+2201,189.931,3.521,27.866,0.073,0.576,-0.075,5.656,1000.000,UNID-BLL
4FGL J0621.2+2512,187.133,5.066,260.965,0.037,0.491,1.356,1.658,2.177,MSP
4FGL J0621.9+4219,171.691,12.860,25.456,0.060,0.018,-0.026,0.045,0.100,UNID-BLL
4FGL J0622.2+3749,175.874,10.974,3061.589,0.024,0.132,1.419,46.133,0.667,young
4FGL J0622.5+3120,181.714,8.173,171.949,0.065,0.269,0.509,1.292,0.371,UNID-PSR
4FGL J0622.7+2248,189.439,4.254,85.304,0.123,0.748,0.641,0.597,0.732,UNID-PSR
4FGL J0622.7-4141,249.514,-22.717,183.953,0.049,-0.315,0.895,0.139,1.865,bcu-psr
4FGL J0624.0+0855,201.869,-1.945,30.798,0.081,0.573,0.662,0.040,6.866,UNID-BLL
4FGL J0624.7-4903,257.340,-24.397,70.003,0.122,-0.468,0.743,0.093,0.499,UNID-FSRQ
4FGL J0625.3-1144,220.374,-10.944,37.860,0.187,0.492,0.242,0.451,0.100,UNID-FSRQ
4FGL J0625.5+7029,144.136,23.353,41.204,0.040,-0.056,0.222,0.006,10.415,UNID-BLL
4FGL J0628.5+6218,152.675,21.251,26.094,0.225,-0.031,0.778,0.168,0.241,UNID-FSRQ
4FGL J0628.8-2340,232.104,-15.252,28.314,0.131,-0.243,-0.024,0.078,0.100,UNID-BLL
4FGL J0631.8+0645,204.684,-1.246,1091.201,0.026,0.622,1.125,24.439,2.435,young
4FGL J0633.9+5840,156.560,20.710,26.855,0.099,-0.329,0.006,0.019,0.100,UNID-BLL
4FGL J0633.9+1746,195.134,4.277,2589330.011,0.008,0.448,0.728,6524924.281,1.237,young
4FGL J0634.6-3046,239.367,-16.728,80.321,0.155,-0.013,0.631,2.088,0.116,UNID-FSRQ
4FGL J0636.2-1057,221.070,-8.304,29.656,0.106,0.467,0.381,0.322,0.239,UNID-FSRQ
4FGL J0637.3-6220,272.065,-25.421,34.604,0.072,-0.302,0.477,0.005,4.068,UNID-BLL
4FGL J0639.1-8009,291.883,-27.227,42.426,0.178,0.160,0.448,0.178,0.242,UNID-FSRQ
4FGL J0640.4+3307,181.834,12.330,30.972,0.064,0.044,0.084,0.008,3.791,UNID-BLL
4FGL J0640.9-5204,261.221,-22.598,44.317,0.056,-0.339,0.211,0.004,2.300,UNID-BLL
4FGL J0641.4+3349,181.277,12.796,42.011,0.062,0.066,0.173,0.013,6.935,UNID-BLL
4FGL J0642.9-6501,275.123,-25.331,119.280,0.063,-0.247,0.291,0.186,0.260,UNID-FSRQ
4FGL J0646.4-5455,264.438,-22.619,357.782,0.038,-0.128,1.184,0.505,1.716,MSP
4FGL J0646.5+0018,212.102,-0.955,101.896,0.146,0.890,0.781,2.302,0.500,spp-psr
4FGL J0647.6+4459,171.053,18.171,98.214,0.201,-0.104,0.518,2.562,0.100,UNID-FSRQ
4FGL J0650.2-5144,261.344,-21.162,115.301,0.036,-0.253,0.403,0.050,12.437,UNID-BLL
4FGL J0652.5+1932,195.510,9.035,55.602,0.118,-0.109,0.699,0.197,0.541,bcu-psr
4FGL J0652.8-1855,230.058,-8.220,46.786,0.119,0.337,0.217,1.463,0.100,UNID-FSRQ
4FGL J0652.9+4707,169.236,19.780,184.038,0.059,-0.144,1.256,0.307,1.078,MSP
4FGL J0653.8-1330,225.257,-5.584,64.386,0.033,0.584,0.445,0.088,16.254,UNID-BLL
4FGL J0654.0-4658,256.716,-19.046,29.256,0.124,-0.235,-0.067,0.084,0.100,UNID-BLL
4FGL J0655.5+1552,199.148,8.048,36.113,0.117,-0.004,0.595,0.132,0.402,UNID-FSRQ
4FGL J0656.5+4218,174.285,18.754,78.627,0.041,-0.080,0.225,0.017,5.968,UNID-BLL
4FGL J0657.4-4658,256.928,-18.511,226.943,0.043,-0.226,0.722,0.262,1.902,MSP
4FGL J0657.7-5340,263.666,-20.671,34.698,0.142,-0.218,0.760,0.026,0.811,UNID-BLL
4FGL J0658.7-0407,217.426,-0.262,126.807,0.141,0.743,0.681,2.527,0.389,UNID-PSR
4FGL J0658.7+2318,192.739,11.933,34.709,0.068,-0.236,-0.026,0.070,0.100,UNID-BLL
4FGL J0659.2-1758,229.846,-6.406,56.598,0.079,0.499,0.121,0.151,0.121,UNID-BLL
4FGL J0659.7+1416,201.036,8.213,2350.820,0.045,-0.077,0.965,176.318,0.176,young
4FGL J0700.2-5118,261.452,-19.516,61.848,0.045,-0.236,0.125,0.017,5.772,UNID-BLL
4FGL J0700.6+3558,180.816,17.288,154.242,0.057,-0.169,0.616,0.225,0.992,UNID-PSR
4FGL J0700.8+1551,199.756,9.146,113.089,0.042,-0.160,0.655,0.106,5.415,UNID-BLL
4FGL J0704.3-4829,258.834,-17.937,113.544,0.030,-0.230,0.184,0.039,6.297,UNID-BLL
4FGL J0704.6-1055,224.123,-1.990,39.689,0.178,1.042,0.534,0.770,0.664,UNID-PSR
4FGL J0705.0+1331,202.323,9.086,43.382,0.067,-0.206,1.097,0.020,3.576,UNID-BLL
4FGL J0705.7-4848,259.262,-17.826,515.299,0.036,-0.206,0.336,1.190,0.487,bcu-psr
4FGL J0705.8-0004,214.605,3.167,74.257,0.122,0.448,0.684,0.589,0.706,UNID-PSR
4FGL J0706.3-3250,244.133,-11.452,32.825,0.077,-0.031,0.255,0.067,0.279,UNID-BLL
4FGL J0708.6+1747,198.772,11.716,49.639,0.042,-0.068,0.274,0.024,5.707,UNID-BLL
4FGL J0712.0-6431,275.425,-22.193,155.640,0.048,-0.086,1.061,0.158,2.016,UNID-PSR
4FGL J0712.8-5637,267.324,-19.518,83.670,0.099,-0.090,0.531,0.149,0.341,UNID-FSRQ
4FGL J0713.8-4820,259.400,-16.471,32.173,0.084,0.048,0.219,0.052,0.234,UNID-BLL
4FGL J0715.7-1128,225.943,0.158,42.396,0.218,0.710,0.802,4.200,0.314,UNID-PSR
4FGL J0716.0-0826,223.309,1.539,26.595,0.169,0.477,0.555,0.471,0.351,UNID-FSRQ
4FGL J0716.9-2219,235.670,-4.680,68.502,0.162,0.552,0.617,1.179,0.245,UNID-FSRQ
4FGL J0718.8-5004,261.302,-16.403,118.676,0.063,-0.060,0.770,0.237,1.137,UNID-PSR
4FGL J0718.8+4618,171.466,23.775,31.393,0.128,-0.167,0.625,0.030,0.801,UNID-BLL
4FGL J0722.4-2650,240.245,-5.672,184.171,0.041,0.388,0.495,0.426,1.001,UNID-PSR
4FGL J0722.7-2309,237.144,-3.884,35.476,0.310,0.837,0.501,5.390,0.156,UNID-PSR
4FGL J0723.1-3048,243.848,-7.370,94.752,0.053,0.131,-0.071,1.497,0.100,UNID-BLL
4FGL J0723.9+5702,160.071,26.836,43.185,0.168,-0.355,0.419,0.008,1.248,UNID-BLL
4FGL J0724.5+7015,145.227,28.193,53.969,0.070,-0.476,0.063,0.146,0.100,UNID-BLL
4FGL J0724.8+3016,188.261,19.984,36.293,0.047,-0.269,-0.011,0.318,1000.000,UNID-BLL
4FGL J0725.3-2550,239.719,-4.687,89.841,0.186,0.678,0.799,3.526,0.205,UNID-PSR
4FGL J0725.6-5008,261.826,-15.367,102.491,0.035,0.025,0.900,0.064,11.435,UNID-BLL
4FGL J0725.7-0549,222.053,4.936,151.994,0.044,0.132,0.384,0.247,8.568,UNID-BLL
4FGL J0727.3+2152,196.730,17.344,35.132,0.146,-0.276,0.266,1.283,0.100,UNID-FSRQ
4FGL J0729.3-1445,230.421,1.442,86.317,0.086,0.604,0.281,1.590,0.223,young
4FGL J0730.5+6720,148.550,28.623,286.006,0.076,-0.409,0.134,3.837,0.100,UNID-FSRQ
4FGL J0731.0+6607,150.020,28.611,85.267,0.068,-0.363,0.787,0.024,1.935,UNID-BLL
4FGL J0731.2-1403,229.955,2.211,81.756,0.063,0.427,0.659,0.233,2.137,bll-psr
4FGL J0731.5-1910,234.520,-0.158,54.205,0.201,1.052,0.614,3.445,0.219,UNID-PSR
4FGL J0733.3-7615,288.146,-23.867,46.133,0.044,0.141,0.292,0.017,35.546,UNID-BLL
4FGL J0734.3-4448,257.532,-11.769,27.491,0.050,0.024,-0.073,0.396,0.100,UNID-BLL
4FGL J0734.7-1559,232.058,2.012,4837.564,0.020,0.529,0.544,149.837,0.639,young
4FGL J0735.0-7255,284.706,-22.722,41.040,0.063,0.027,0.597,0.014,2.154,UNID-BLL
4FGL J0736.9-3231,246.789,-5.577,306.040,0.053,0.581,0.675,6.270,0.385,UNID-PSR
4FGL J0737.4+6535,150.561,29.255,75.480,0.047,-0.382,-0.100,0.146,0.100,UNID-BLL
4FGL J0737.7-8047,292.956,-24.906,31.387,0.060,0.157,-0.005,0.018,1000.000,UNID-BLL
4FGL J0737.9-3041,245.266,-4.509,30.526,0.123,0.488,0.424,0.075,1.020,MSP
4FGL J0738.6+1311,206.199,16.362,94.002,0.146,-0.274,0.262,1.466,0.100,UNID-FSRQ
4FGL J0739.6-4530,258.574,-11.267,45.396,0.064,0.231,0.652,0.091,0.801,UNID-FSRQ
4FGL J0739.6+7505,139.687,29.242,29.275,0.088,-0.452,0.497,0.004,3.043,UNID-BLL
4FGL J0741.0+6618,149.744,29.633,447.576,0.035,-0.469,0.894,0.313,1.865,MSP
4FGL J0741.0-5226,265.043,-14.171,32.828,0.051,0.134,-0.100,0.155,1000.000,UNID-BLL
4FGL J0741.9-4157,255.640,-9.188,55.305,0.134,0.297,0.284,1.568,0.100,UNID-FSRQ
4FGL J0742.8-2822,243.781,-2.458,902.805,0.035,0.653,0.654,12.289,0.908,young
4FGL J0744.0-2525,241.349,-0.732,1290.753,0.029,0.551,0.913,21.353,1.337,young
4FGL J0744.0+5033,167.831,28.753,41.048,0.073,-0.296,0.170,0.009,9.864,UNID-BLL
4FGL J0744.9-4028,254.583,-8.001,223.647,0.039,0.487,0.602,0.626,1.679,UNID-PSR
4FGL J0745.6+0107,218.181,12.554,28.195,0.131,-0.384,0.088,0.252,0.100,UNID-BLL
4FGL J0746.5-4113,255.386,-8.105,60.539,0.036,0.266,0.198,0.032,3.548,UNID-BLL
4FGL J0747.2-0736,226.203,8.770,59.818,0.054,-0.107,0.191,0.022,7.384,UNID-BLL
4FGL J0747.8+7410,140.610,29.843,118.789,0.150,-0.534,0.195,4.084,0.100,UNID-FSRQ
4FGL J0748.8-1501,232.889,5.441,32.701,0.166,0.009,0.181,0.046,0.282,UNID-BLL
4FGL J0749.6+1324,207.168,18.831,151.796,0.055,-0.470,0.545,0.309,0.773,bcu-psr
4FGL J0749.8-4420,258.453,-9.111,70.918,0.072,0.143,0.905,0.132,1.328,UNID-PSR
4FGL J0750.5-7519,287.530,-22.553,35.772,0.092,0.228,0.493,0.025,1.458,UNID-BLL
4FGL J0751.2+1808,202.723,21.108,2037.916,0.020,-0.326,1.196,9.787,2.041,MSP
4FGL J0751.2-0029,220.321,13.044,39.640,0.059,-0.225,0.957,0.009,7.706,UNID-BLL
4FGL J0751.6-5029,264.121,-11.835,44.326,0.207,0.111,0.791,0.265,0.359,UNID-FSRQ
4FGL J0752.0-2931,245.760,-1.291,153.179,0.094,0.558,1.130,1.954,0.897,UNID-PSR
4FGL J0753.1-2624,243.237,0.532,45.043,0.215,0.651,0.754,0.618,0.434,UNID-PSR
4FGL J0753.2+4319,176.254,29.063,34.408,0.053,-0.389,0.264,0.008,34.542,UNID-BLL
4FGL J0753.4+4650,172.279,29.694,56.074,0.061,-0.255,-0.045,0.022,0.100,UNID-BLL
4FGL J0753.8-4700,261.128,-9.811,33.497,0.134,0.233,0.316,0.300,0.141,UNID-FSRQ
4FGL J0754.9-3953,254.998,-6.066,214.898,0.035,0.460,1.272,0.780,2.212,UNID-PSR
4FGL J0755.6+1855,202.356,22.384,48.973,0.072,-0.409,0.462,0.019,7.007,UNID-BLL
4FGL J0755.9-0515,225.159,11.822,112.789,0.109,-0.253,0.131,6.610,0.100,UNID-FSRQ
4FGL J0757.9+7304,141.872,30.686,104.610,0.037,-0.560,0.257,0.015,7.019,UNID-BLL
4FGL J0757.9-1514,234.159,7.003,103.758,0.334,-0.099,0.570,1.209,0.179,UNID-FSRQ
4FGL J0758.8-1450,233.948,7.620,848.315,0.028,-0.070,0.950,2.803,1.672,UNID-PSR
4FGL J0800.4-2257,241.137,3.750,110.398,0.110,0.242,0.761,0.678,0.640,bcu-psr
4FGL J0800.5+3715,183.369,29.111,56.744,0.081,-0.365,0.876,0.041,1.402,UNID-PSR
4FGL J0800.7-1059,230.842,10.007,104.733,0.053,-0.080,0.380,0.198,0.545,UNID-BLL
4FGL J0800.9+0733,214.018,18.858,93.652,0.042,-0.507,0.710,0.049,7.715,UNID-BLL
4FGL J0801.0-0618,226.773,12.394,53.577,0.058,-0.214,-0.004,0.729,0.100,UNID-BLL
4FGL J0803.2-2522,243.513,2.984,66.354,0.052,0.170,-0.019,0.084,0.100,UNID-BLL
4FGL J0803.5-5145,266.179,-10.816,25.017,0.232,0.458,0.704,0.198,0.475,UNID-FSRQ
4FGL J0805.3-7425,287.069,-21.324,59.510,0.050,0.052,0.135,0.030,0.414,UNID-BLL
4FGL J0806.8+5659,160.778,32.564,31.279,0.107,-0.409,0.018,0.011,0.100,UNID-BLL
4FGL J0807.2+3312,188.267,29.434,46.736,0.072,-0.411,0.477,0.011,1.967,UNID-BLL
